Trained,Pruning Percentage,Perplexity,ROGUE-L F1 Score,TTFT (s),Run Time (s),Output Tokens,Time per Output Token (s)
,0,16.39333746248769,1.0,0.014806277,0.46795068149999997,502.0,0.0009321726723106999
1.0,2.5%,760085.3110248287,1.0,0.0135526085,0.4452056995,502.0,0.00088686394322705
0.0,2.5%,294854.76787190174,1.0,0.013601185,0.4581874495,502.0,0.000912724002988
1.0,5.0%,1007560.5357148455,1.0,0.0137591775,0.445713304,502.0,0.00088787510756965
0.0,5.0%,355662.7401930894,1.0,0.015975797,0.457399862,502.0,0.0009111551035856
1.0,7.5%,815531.1123553981,1.0,0.0135848985,0.444353645,502.0,0.0008851666235059499
0.0,7.5%,294854.76787190174,1.0,0.0134852355,0.4566934915,502.0,0.0009097479910358
1.0,10.0%,1344583.491858081,1.0,0.013615752,0.442352934,502.0,0.0008811811434262
0.0,10.0%,315097.7253801743,1.0,0.0134746455,0.455533654,502.0,0.0009074375577689
1.0,12.5%,1999216.871159906,1.0,0.013717875000000001,0.443703001,502.0,0.0008838705199203
0.0,12.5%,335419.78268481686,1.0,0.013903671499999999,0.4575177235,502.0,0.0009113898874501499
1.0,15.0%,61774407.99783768,1.0,0.0134409115,0.4427871405,502.0,0.0008820460966135
0.0,15.0%,304065.98112127866,1.0,0.0134851605,0.455717673,502.0,0.00090780412948205
1.0,17.5%,14184070.657918612,1.0,0.0135981085,0.44196345849999996,502.0,0.0008804052958166499
0.0,17.5%,315097.7253801743,1.0,0.0135065905,0.4549440645,502.0,0.00090626307669315
1.0,20.0%,4522284.647268681,1.0,0.014218791000000001,0.4430387895,502.0,0.00088254738944215
0.0,20.0%,324308.9386295512,1.0,0.013486132500000001,0.455193827,502.0,0.0009067606115537
1.0,22.5%,6430304.714735631,1.0,0.0138242565,0.444565015,502.0,0.00088558767928285
0.0,22.5%,315097.7253801743,1.0,0.0133847055,0.454477003,502.0,0.00090533267529875
1.0,25.0%,11854167.594053064,1.0,0.013853461000000001,0.44169326799999997,502.0,0.00087986706772905
0.0,25.0%,334114.2240934237,1.0,0.013633240000000001,0.456258008,502.0,0.0009088804940239001
1.0,27.5%,4185563.7487367,1.0,0.013619394,0.4426937635,502.0,0.00088186008665335
0.0,27.5%,324308.9386295512,1.0,0.013501426,0.4562633035,502.0,0.00090889104282865
1.0,30.0%,8000086.069475958,1.0,0.0134768195,0.44180229849999997,502.0,0.00088008425996015
0.0,30.0%,304660.0533357742,1.0,0.013562481000000001,0.45660864050000005,502.0,0.0009095789651394
1.0,32.5%,7171591.173861661,1.0,0.013713697,0.4426101105,502.0,0.0008816934472111
0.0,32.5%,334114.2240934237,1.0,0.01352459,0.4568569945,502.0,0.00091007369422305
1.0,35.0%,12866202.975683905,1.0,0.013485361,0.441227313,502.0,0.00087893887051785
