Trained,Pruning Percentage,Perplexity,ROGUE-L F1 Score,TTFT (s),Run Time (s),Output Tokens,Time per Output Token (s)
,0,27.4536739354601,1.0,0.015390563,0.493274606,715.0,0.0006898945538461
1.0,2.5%,738451.7377135894,1.0,0.01365301,0.468578664,715.0,0.0006553547748251499
0.0,2.5%,296006.9192849491,1.0,0.0145924955,0.4946874145,715.0,0.0006918705097902
1.0,5.0%,1141715.6624164602,1.0,0.01365285,0.475021711,715.0,0.0006643660293705999
0.0,5.0%,355662.7401930894,1.0,0.013744778499999999,0.4884022565,715.0,0.00068308007902095
1.0,7.5%,1397929.757734357,1.0,0.013961824000000001,0.479024333,715.0,0.00066996410209785
0.0,7.5%,334114.2240934237,1.0,0.013992712000000001,0.49073749450000004,715.0,0.0006863461461538
1.0,10.0%,1517685.944041889,1.0,0.0135275285,0.473398309,715.0,0.0006620955370628999
0.0,10.0%,324308.9386295512,1.0,0.0140802215,0.4909400905,715.0,0.00068662949720275
1.0,12.5%,3375518.088990911,1.0,0.0138273445,0.4807272085,715.0,0.0006723457461538
0.0,12.5%,334114.2240934237,1.0,0.0136119725,0.492002626,715.0,0.0006881155608391
1.0,15.0%,33394855.655635174,1.0,0.014312787,0.475643287,715.0,0.0006652353664335
0.0,15.0%,304065.98112127866,1.0,0.0136051345,0.4870941685,715.0,0.00068125058531465
1.0,17.5%,18173926.580562558,1.0,0.013498623000000001,0.470124517,715.0,0.00065751680699295
0.0,17.5%,323676.5520490236,1.0,0.0134642485,0.4858221265,715.0,0.0006794715055944
1.0,20.0%,5533138.179657722,1.0,0.013783702,0.469701978,715.0,0.0006569258433566
0.0,20.0%,324308.9386295512,1.0,0.013580874,0.48644596100000004,715.0,0.0006803440013985499
1.0,22.5%,6636310.858205032,1.0,0.013467123000000001,0.472926744,715.0,0.0006614360055944
0.0,22.5%,355662.7401930894,1.0,0.013433463999999999,0.486512615,715.0,0.00068043722377615
1.0,25.0%,8380677.839178656,1.0,0.013634088999999999,0.47204084,715.0,0.00066019697902095
