Trained,Pruning Percentage,Perplexity,ROGUE-L F1 Score,TTFT (s),Run Time (s),Output Tokens,Time per Output Token (s)
,0,27.88600639222961,1.0,0.014822809999999999,0.4989895035,895.0,0.0005575301715083499
1.0,2.5%,851962.1674678662,1.0,0.0134178305,0.47805592750000003,895.0,0.0005341407011173001
0.0,2.5%,334114.2240934237,1.0,0.013677202,0.492273407,895.0,0.00055002615307255
1.0,5.0%,1417038.7965038011,1.0,0.0135317005,0.4767357405,895.0,0.0005326656318435
0.0,5.0%,323676.5520490236,1.0,0.013583729499999999,0.4925876605,895.0,0.00055037727430165
1.0,7.5%,1305978.1500873766,1.0,0.0138961065,0.479094397,895.0,0.00053530100223455
0.0,7.5%,334114.2240934237,1.0,0.0136030265,0.493203362,895.0,0.0005510652089385001
1.0,10.0%,1404648.1473360558,1.0,0.013707089,0.47807769,895.0,0.0005341650167597
0.0,10.0%,334114.2240934237,1.0,0.0136310545,0.4935160125,895.0,0.0005514145391061
1.0,12.5%,2411515.8651458463,1.0,0.0135321065,0.47805654,895.0,0.0005341413854748501
0.0,12.5%,334114.2240934237,1.0,0.013590523,0.4921209135,895.0,0.00054985576927365
1.0,15.0%,23094343.69482188,1.0,0.013526410999999999,0.47840515549999996,895.0,0.0005345308999999501
0.0,15.0%,345225.06814868934,1.0,0.013692256,0.492037611,895.0,0.0005497626938547
1.0,17.5%,20443039.476693302,1.0,0.0136794615,0.479812535,895.0,0.0005361033910614001
0.0,17.5%,323676.5520490236,1.0,0.013680362500000001,0.49394347299999997,895.0,0.0005518921486033
1.0,20.0%,4061557.057997679,1.0,0.01352876,0.478284324,895.0,0.00053439589273735
0.0,20.0%,324308.9386295512,1.0,0.0134132475,0.49290323150000004,895.0,0.0005507298675977001
1.0,22.5%,11649715.125322506,1.0,0.013635512499999999,0.4801277715,895.0,0.00053645561061445
0.0,22.5%,345225.06814868934,1.0,0.013462034000000001,0.4927364405,895.0,0.0005505435089385
1.0,25.0%,12899358.958694935,1.0,0.0137287845,0.48101270900000004,895.0,0.00053744436759775
0.0,25.0%,335419.78268481686,1.0,0.013596293499999999,0.495901649,895.0,0.0005540800547485501
1.0,27.5%,5965956.171337984,1.0,0.013515135000000001,0.480282916,895.0,0.00053662895642455
0.0,27.5%,334114.2240934237,1.0,0.0135899065,0.49537509550000003,895.0,0.0005534917268156
1.0,30.0%,8680415.00928524,1.0,0.013638537999999999,0.4802402125,895.0,0.00053658124301675
0.0,30.0%,313871.26658515114,1.0,0.0135187765,0.4983824335,895.0,0.00055685188100555
1.0,32.5%,6552060.2558770105,1.0,0.0138173705,0.48121624900000004,895.0,0.00053767178659215
0.0,32.5%,313871.26658515114,1.0,0.013635127,0.4961931725,895.0,0.0005544057793296
1.0,35.0%,8996183.83496679,1.0,0.0134474465,0.480491422,895.0,0.00053686192402225
0.0,35.0%,315097.7253801743,1.0,0.013597194,0.497448533,895.0,0.0005558084167597
1.0,37.5%,14118590.409469012,1.0,0.013788762999999999,0.48389668750000003,895.0,0.00054066668994405
0.0,37.5%,334114.2240934237,1.0,0.0135629595,0.4942097945,895.0,0.0005521897145250999
1.0,40.0%,8758660.127362585,1.0,0.013464308500000001,0.4794297305,895.0,0.0005356756765363
0.0,40.0%,313871.26658515114,1.0,0.0138977125,0.498828023,895.0,0.0005573497463687
1.0,42.5%,12743775.288871324,1.0,0.0135165225,0.48189504800000005,895.0,0.0005384302212290001
0.0,42.5%,334114.2240934237,1.0,0.0134795575,0.49449159,895.0,0.00055250456983235
1.0,45.0%,9878860.032198897,1.0,0.013443945,0.4810062945,895.0,0.0005374372005586
0.0,45.0%,344551.8961378237,1.0,0.0143810375,0.49790588449999995,895.0,0.0005563194240223
1.0,47.5%,10907662.518597651,1.0,0.013578446000000001,0.4818211405,895.0,0.0005383476430167
0.0,47.5%,313871.26658515114,1.0,0.013515757,0.49435070999999997,895.0,0.0005523471620111
1.0,50.0%,6513919.161363654,1.0,0.014239790499999998,0.48014666699999997,895.0,0.000536476722905
0.0,50.0%,335419.78268481686,1.0,0.013575365499999999,0.494244424,895.0,0.0005522284067038499
1.0,52.5%,12360000.90952393,1.0,0.0135448325,0.477682695,895.0,0.0005337236815642
0.0,52.5%,323676.5520490236,1.0,0.0137802465,0.49206587150000003,895.0,0.00054979426983235
1.0,55.0%,11984142.213052498,1.0,0.01371552,0.4780904755,895.0,0.0005341793022346001
0.0,55.0%,324308.9386295512,1.0,0.0136283355,0.493936843,895.0,0.0005518847407821
1.0,57.5%,11504698.7566926,1.0,0.013720855,0.47955327950000004,895.0,0.00053581372011165
0.0,57.5%,334114.2240934237,1.0,0.0136476565,0.496764761,895.0,0.0005550444256982501
1.0,60.0%,14772325.614929155,1.0,0.013667624,0.48090119200000003,895.0,0.0005373197675977
0.0,60.0%,334114.2240934237,1.0,0.01449874,0.49736105399999997,895.0,0.0005557106748603
1.0,62.5%,10575968.383152127,1.0,0.014997006,0.480979205,895.0,0.00053740693296085
0.0,62.5%,335419.78268481686,1.0,0.013487454,0.49788846600000003,895.0,0.0005562999620111
1.0,65.0%,10194011.796097405,1.0,0.0136291765,0.48121699900000003,895.0,0.00053767262458095
0.0,65.0%,344551.8961378237,1.0,0.0134855405,0.494778798,895.0,0.00055282547262565
1.0,67.5%,7803746.578838206,1.0,0.0138095175,0.4845184175,895.0,0.00054136136033515
0.0,67.5%,344551.8961378237,1.0,0.0134745795,0.4953160245,895.0,0.0005534257256982499
1.0,70.0%,13189912.070176797,1.0,0.0141307345,0.478562458,895.0,0.0005347066569832001
0.0,70.0%,334114.2240934237,1.0,0.0135442765,0.4955438895,895.0,0.0005536803234636001
1.0,72.5%,33885302.69336715,1.0,0.013462081,0.47931208950000004,895.0,0.0005355442340781501
0.0,72.5%,313871.26658515114,1.0,0.0137899305,0.493354156,895.0,0.0005512336938547
1.0,75.0%,54852802.707936786,1.0,0.0135621305,0.479585701,895.0,0.00053584994525135
0.0,75.0%,313871.26658515114,1.0,0.013417962499999998,0.49376815900000004,895.0,0.00055169626703905
1.0,77.5%,70273165.11080077,1.0,0.013711077,0.4797160325,895.0,0.00053599556703905
0.0,77.5%,344551.8961378237,1.0,0.0134134695,0.494401677,895.0,0.0005524041083798501
