Trained,Pruning Percentage,Perplexity,ROGUE-L F1 Score,TTFT (s),Run Time (s),Output Tokens,Time per Output Token (s)
,0,21.380942759123343,1.0,0.012792552,0.473212896,873.0,0.000542053718213
1.0,2.5%,661128.7408710298,1.0,0.0118988675,0.45856328700000004,873.0,0.00052527295189
0.0,2.5%,304660.0533357742,1.0,0.011888503,0.470917937,873.0,0.00053942489919815
1.0,5.0%,1139119.4360992091,1.0,0.011896393,0.455795872,873.0,0.0005221029461626001
0.0,5.0%,329382.8673153457,1.0,0.0118055605,0.46979388749999995,873.0,0.00053813732817865
1.0,7.5%,1693108.878236413,1.0,0.012097112,0.454216,873.0,0.00052029324169525
0.0,7.5%,306444.5913293491,1.0,0.012220439999999999,0.469998907,873.0,0.0005383721729667499
1.0,10.0%,1536648.8117080294,1.0,0.011963525,0.4548084325,873.0,0.0005209718585337
0.0,10.0%,334114.2240934237,1.0,0.0124680645,0.468321489,873.0,0.0005364507319587
1.0,12.5%,2846490.6847086134,1.0,0.0119086465,0.4534649465,873.0,0.00051943292840775
0.0,12.5%,355662.7401930894,1.0,0.0118193215,0.46699650849999996,873.0,0.0005349329994272
1.0,15.0%,9874242.638884893,1.0,0.011840167,0.45319342549999997,873.0,0.0005191219077891999
0.0,15.0%,335419.78268481686,1.0,0.0119478,0.466707551,873.0,0.0005346020057273
1.0,17.5%,23128567.50388661,1.0,0.011968785,0.45344757550000003,873.0,0.00051941303035505
0.0,17.5%,334114.2240934237,1.0,0.01187349,0.466709746,873.0,0.00053460452004575
1.0,20.0%,3134771.2830080753,1.0,0.011907939499999999,0.454056075,873.0,0.0005201100515463499
0.0,20.0%,324308.9386295512,1.0,0.0119049235,0.46846999899999997,873.0,0.00053662084650625
1.0,22.5%,4976300.629888191,1.0,0.012317314499999999,0.45412835900000004,873.0,0.00052019285108815
0.0,22.5%,355662.7401930894,1.0,0.0118488225,0.466662317,873.0,0.00053455019129435
1.0,25.0%,6026020.826815958,1.0,0.0119599275,0.4537360515,873.0,0.00051974347250855
0.0,25.0%,323676.5520490236,1.0,0.0118761895,0.46999628250000003,873.0,0.0005383691666666
1.0,27.5%,5498373.384955835,1.0,0.0119745955,0.4579506235,873.0,0.00052457116093925
0.0,27.5%,323676.5520490236,1.0,0.0118253085,0.4712525295,873.0,0.0005398081666665999
1.0,30.0%,11145873.499320006,1.0,0.011883579,0.45930359200000004,873.0,0.00052612095303545
0.0,30.0%,315097.7253801743,1.0,0.012270861000000001,0.47244551349999997,873.0,0.00054117470045815
1.0,32.5%,5102760.569146225,1.0,0.01193731,0.457434327,873.0,0.0005239797560136999
0.0,32.5%,347247.21461554774,1.0,0.011720731000000002,0.4706578815,873.0,0.0005391270120274499
1.0,35.0%,15998458.88197394,1.0,0.0119603585,0.45492549250000003,873.0,0.00052110594788085
0.0,35.0%,294854.76787190174,1.0,0.0118246115,0.4691951725,873.0,0.0005374515148911
1.0,37.5%,14946128.458408298,1.0,0.011802950999999999,0.4554548275,873.0,0.0005217122880869999
0.0,37.5%,334114.2240934237,1.0,0.012251349500000001,0.47140083850000003,873.0,0.0005399780509736
1.0,40.0%,8573647.96353487,1.0,0.0119259745,0.457118374,873.0,0.0005236178396334
0.0,40.0%,323676.5520490236,1.0,0.012801468,0.4666060925,873.0,0.0005344857875143
1.0,42.5%,14765327.286961103,1.0,0.0125465315,0.4553163265,873.0,0.00052155363860245
0.0,42.5%,304065.98112127866,1.0,0.0119558055,0.47020227950000004,873.0,0.0005386051311569
1.0,45.0%,12474584.178902064,1.0,0.012097452500000001,0.454668652,873.0,0.0005208117434134501
0.0,45.0%,335419.78268481686,1.0,0.0120488365,0.470060652,873.0,0.0005384429003436
1.0,47.5%,10379023.95992512,1.0,0.0118760245,0.4569965755,873.0,0.0005234783224513
0.0,47.5%,313871.26658515114,1.0,0.011900836,0.46866867700000003,873.0,0.00053684842726225
1.0,50.0%,11768414.974730693,1.0,0.011799184,0.457955519,873.0,0.0005245767686139001
0.0,50.0%,344551.8961378237,1.0,0.0118684255,0.4709383835,873.0,0.0005394483201603001
1.0,52.5%,5945457.906816875,1.0,0.012255041000000001,0.456242568,873.0,0.0005226146254295
0.0,52.5%,355662.7401930894,1.0,0.011854198,0.4688710835,873.0,0.0005370802789232
1.0,55.0%,18968041.553156406,1.0,0.011722713999999999,0.4523101635,873.0,0.0005181101529209
0.0,55.0%,304660.0533357742,1.0,0.012342836499999999,0.46993402650000005,873.0,0.0005382978539518
1.0,57.5%,17112117.571834825,1.0,0.0118473345,0.45286220899999996,873.0,0.00051874250744555
0.0,57.5%,334114.2240934237,1.0,0.011890322,0.466890576,873.0,0.00053481165635735
1.0,60.0%,7676589.702193499,1.0,0.011743765,0.4536204185,873.0,0.00051961101775485
0.0,60.0%,313871.26658515114,1.0,0.0118481265,0.4691612415,873.0,0.0005374126477662999
1.0,62.5%,7604404.689621402,1.0,0.011868140499999999,0.452670166,873.0,0.00051852252691865
0.0,62.5%,345225.06814868934,1.0,0.011862605,0.46655715200000003,873.0,0.0005344297273768
1.0,65.0%,5655016.004714387,1.0,0.011867665,0.452420881,873.0,0.00051823697709045
0.0,65.0%,304660.0533357742,1.0,0.011950470500000001,0.467433572,873.0,0.0005354336449025501
1.0,67.5%,6974646.750634655,1.0,0.0120960855,0.45516413099999997,873.0,0.0005213793024054501
0.0,67.5%,313871.26658515114,1.0,0.011878113999999999,0.468208668,873.0,0.0005363214982817
1.0,70.0%,12629929.313832998,1.0,0.011840062,0.455684524,873.0,0.0005219753997708499
0.0,70.0%,324308.9386295512,1.0,0.011877237499999999,0.46959004449999997,873.0,0.0005379038310423
1.0,72.5%,10178035.293311186,1.0,0.011900723,0.4558234685,873.0,0.00052213455727375
0.0,72.5%,334114.2240934237,1.0,0.0118575305,0.470446543,873.0,0.0005388849289805001
1.0,75.0%,55250874.17125614,1.0,0.01188376,0.4541958645,873.0,0.0005202701769759001
