Trained,Pruning Percentage,Perplexity,ROGUE-L F1 Score,TTFT (s),Run Time (s),Output Tokens,Time per Output Token (s),Generated Text
,,31.10908815096766,1.0,0.000999687,0.084810327,626,0.00013547975559105433,"By . Sara Smyth . PUBLISHED: . 20:53 EST, 30 December 2013 . | . UPDATED: . 10:28 EST, 1 January 2014 . Photo: In this picture of a man's face, it is possible to identify other people (picture posed by models) Reflections from the eyes of child sex abuse victims in digital photographs could be used by police to catch paedophiles. According to new research from two UK universities, the images of people reflected in the victim's eye can be identified with the help of advanced camera technology. The eye's pupil acts like a mirror in which the images of people standing behind the photographer are caught. The breakthrough means that unseen . bystanders who witnessed a crime could now be identified once the . high-resolution photographs are magnified. Psychologists . at the University of York and the University of Glasgow were able to . extract such images and zoom in on them so that the subjects could be . identified by third parties. Lead . researcher Dr Rob Jenkins said: ‘The pupil of the eye is like a black . mirror. Eyes in the photographs could reveal where you were and who you . were with.' Dr Jenkins said it was possible to ‘mine face photographs for hidden information' including witnesses, bystanders and locations. In . the study, Dr Jenkins and the University of Glasgow's Christie Kerr . photographed eight individuals, who were looking at four people behind . the camera. The reflected . faces were then cropped and magnified and subjects were asked to either . match the images to mug shots or to identify the faces that they knew. Close-up: It is possible to see a group of people reflected in the eye, using a technology which could lead to breakthroughs over crimes which are photographed by their perpetrators . Identifiable: The faces of individuals in the photograph can be seen by zooming in on the image . The . study, published in the journal PLOS ONE, found test subjects were able . to spot the reflections of familiar faces 84 per cent of the time. When the reflected images were of . unfamiliar people, observers were able to match the person to a mug shot . with 71 per cent accuracy. The . researchers said they were surprised to discover that even unfamiliar . faces are distinguishable despite the poor quality of the images. The . quality of images of reflected faces is about 30,000 times lower than a . face that was directly captured in the same photograph. The researchers suggested this . technique could become a crucial part in investigating criminal cases . where in which victims are photographed, including hostage-taking and . child abuse. But for the . technique to work the photos has to be shot in high-resolution and the . subject must be looking directly at the camera. The subject's face must be in focus and well lit to for their eyes to give a clear reflection. Researchers . said that if images were available from both eyes, a 3D image could be . constructed showing what the subject saw when the photo was taken. In"
True,5%,470946.6043445507,1.0,0.000960713,0.084358339,626,0.0001347577300319489,"By . Sara Smyth . PUBLISHED: . 20:53 EST, 30 December 2013 . | . UPDATED: . 10:28 EST, 1 January 2014 . Photo: In this picture of a man's face, it is possible to identify other people (picture posed by models) Reflections from the eyes of child sex abuse victims in digital photographs could be used by police to catch paedophiles. According to new research from two UK universities, the images of people reflected in the victim's eye can be identified with the help of advanced camera technology. The eye's pupil acts like a mirror in which the images of people standing behind the photographer are caught. The breakthrough means that unseen . bystanders who witnessed a crime could now be identified once the . high-resolution photographs are magnified. Psychologists . at the University of York and the University of Glasgow were able to . extract such images and zoom in on them so that the subjects could be . identified by third parties. Lead . researcher Dr Rob Jenkins said: ‘The pupil of the eye is like a black . mirror. Eyes in the photographs could reveal where you were and who you . were with.' Dr Jenkins said it was possible to ‘mine face photographs for hidden information' including witnesses, bystanders and locations. In . the study, Dr Jenkins and the University of Glasgow's Christie Kerr . photographed eight individuals, who were looking at four people behind . the camera. The reflected . faces were then cropped and magnified and subjects were asked to either . match the images to mug shots or to identify the faces that they knew. Close-up: It is possible to see a group of people reflected in the eye, using a technology which could lead to breakthroughs over crimes which are photographed by their perpetrators . Identifiable: The faces of individuals in the photograph can be seen by zooming in on the image . The . study, published in the journal PLOS ONE, found test subjects were able . to spot the reflections of familiar faces 84 per cent of the time. When the reflected images were of . unfamiliar people, observers were able to match the person to a mug shot . with 71 per cent accuracy. The . researchers said they were surprised to discover that even unfamiliar . faces are distinguishable despite the poor quality of the images. The . quality of images of reflected faces is about 30,000 times lower than a . face that was directly captured in the same photograph. The researchers suggested this . technique could become a crucial part in investigating criminal cases . where in which victims are photographed, including hostage-taking and . child abuse. But for the . technique to work the photos has to be shot in high-resolution and the . subject must be looking directly at the camera. The subject's face must be in focus and well lit to for their eyes to give a clear reflection. Researchers . said that if images were available from both eyes, a 3D image could be . constructed showing what the subject saw when the photo was taken.iam"
True,7.5%,568070.0400224912,1.0,0.00102267,0.08339473,626,0.00013321841853035143,"By . Sara Smyth . PUBLISHED: . 20:53 EST, 30 December 2013 . | . UPDATED: . 10:28 EST, 1 January 2014 . Photo: In this picture of a man's face, it is possible to identify other people (picture posed by models) Reflections from the eyes of child sex abuse victims in digital photographs could be used by police to catch paedophiles. According to new research from two UK universities, the images of people reflected in the victim's eye can be identified with the help of advanced camera technology. The eye's pupil acts like a mirror in which the images of people standing behind the photographer are caught. The breakthrough means that unseen . bystanders who witnessed a crime could now be identified once the . high-resolution photographs are magnified. Psychologists . at the University of York and the University of Glasgow were able to . extract such images and zoom in on them so that the subjects could be . identified by third parties. Lead . researcher Dr Rob Jenkins said: ‘The pupil of the eye is like a black . mirror. Eyes in the photographs could reveal where you were and who you . were with.' Dr Jenkins said it was possible to ‘mine face photographs for hidden information' including witnesses, bystanders and locations. In . the study, Dr Jenkins and the University of Glasgow's Christie Kerr . photographed eight individuals, who were looking at four people behind . the camera. The reflected . faces were then cropped and magnified and subjects were asked to either . match the images to mug shots or to identify the faces that they knew. Close-up: It is possible to see a group of people reflected in the eye, using a technology which could lead to breakthroughs over crimes which are photographed by their perpetrators . Identifiable: The faces of individuals in the photograph can be seen by zooming in on the image . The . study, published in the journal PLOS ONE, found test subjects were able . to spot the reflections of familiar faces 84 per cent of the time. When the reflected images were of . unfamiliar people, observers were able to match the person to a mug shot . with 71 per cent accuracy. The . researchers said they were surprised to discover that even unfamiliar . faces are distinguishable despite the poor quality of the images. The . quality of images of reflected faces is about 30,000 times lower than a . face that was directly captured in the same photograph. The researchers suggested this . technique could become a crucial part in investigating criminal cases . where in which victims are photographed, including hostage-taking and . child abuse. But for the . technique to work the photos has to be shot in high-resolution and the . subject must be looking directly at the camera. The subject's face must be in focus and well lit to for their eyes to give a clear reflection. Researchers . said that if images were available from both eyes, a 3D image could be . constructed showing what the subject saw when the photo was taken. राजे"
True,10%,879844.0897331391,1.0,0.000952198,0.083632676,626,0.00013359852396166135,"By . Sara Smyth . PUBLISHED: . 20:53 EST, 30 December 2013 . | . UPDATED: . 10:28 EST, 1 January 2014 . Photo: In this picture of a man's face, it is possible to identify other people (picture posed by models) Reflections from the eyes of child sex abuse victims in digital photographs could be used by police to catch paedophiles. According to new research from two UK universities, the images of people reflected in the victim's eye can be identified with the help of advanced camera technology. The eye's pupil acts like a mirror in which the images of people standing behind the photographer are caught. The breakthrough means that unseen . bystanders who witnessed a crime could now be identified once the . high-resolution photographs are magnified. Psychologists . at the University of York and the University of Glasgow were able to . extract such images and zoom in on them so that the subjects could be . identified by third parties. Lead . researcher Dr Rob Jenkins said: ‘The pupil of the eye is like a black . mirror. Eyes in the photographs could reveal where you were and who you . were with.' Dr Jenkins said it was possible to ‘mine face photographs for hidden information' including witnesses, bystanders and locations. In . the study, Dr Jenkins and the University of Glasgow's Christie Kerr . photographed eight individuals, who were looking at four people behind . the camera. The reflected . faces were then cropped and magnified and subjects were asked to either . match the images to mug shots or to identify the faces that they knew. Close-up: It is possible to see a group of people reflected in the eye, using a technology which could lead to breakthroughs over crimes which are photographed by their perpetrators . Identifiable: The faces of individuals in the photograph can be seen by zooming in on the image . The . study, published in the journal PLOS ONE, found test subjects were able . to spot the reflections of familiar faces 84 per cent of the time. When the reflected images were of . unfamiliar people, observers were able to match the person to a mug shot . with 71 per cent accuracy. The . researchers said they were surprised to discover that even unfamiliar . faces are distinguishable despite the poor quality of the images. The . quality of images of reflected faces is about 30,000 times lower than a . face that was directly captured in the same photograph. The researchers suggested this . technique could become a crucial part in investigating criminal cases . where in which victims are photographed, including hostage-taking and . child abuse. But for the . technique to work the photos has to be shot in high-resolution and the . subject must be looking directly at the camera. The subject's face must be in focus and well lit to for their eyes to give a clear reflection. Researchers . said that if images were available from both eyes, a 3D image could be . constructed showing what the subject saw when the photo was taken. reais"
True,12.5%,1061294.55581038,1.0,0.000965763,0.084547514,626,0.0001350599265175719,"By . Sara Smyth . PUBLISHED: . 20:53 EST, 30 December 2013 . | . UPDATED: . 10:28 EST, 1 January 2014 . Photo: In this picture of a man's face, it is possible to identify other people (picture posed by models) Reflections from the eyes of child sex abuse victims in digital photographs could be used by police to catch paedophiles. According to new research from two UK universities, the images of people reflected in the victim's eye can be identified with the help of advanced camera technology. The eye's pupil acts like a mirror in which the images of people standing behind the photographer are caught. The breakthrough means that unseen . bystanders who witnessed a crime could now be identified once the . high-resolution photographs are magnified. Psychologists . at the University of York and the University of Glasgow were able to . extract such images and zoom in on them so that the subjects could be . identified by third parties. Lead . researcher Dr Rob Jenkins said: ‘The pupil of the eye is like a black . mirror. Eyes in the photographs could reveal where you were and who you . were with.' Dr Jenkins said it was possible to ‘mine face photographs for hidden information' including witnesses, bystanders and locations. In . the study, Dr Jenkins and the University of Glasgow's Christie Kerr . photographed eight individuals, who were looking at four people behind . the camera. The reflected . faces were then cropped and magnified and subjects were asked to either . match the images to mug shots or to identify the faces that they knew. Close-up: It is possible to see a group of people reflected in the eye, using a technology which could lead to breakthroughs over crimes which are photographed by their perpetrators . Identifiable: The faces of individuals in the photograph can be seen by zooming in on the image . The . study, published in the journal PLOS ONE, found test subjects were able . to spot the reflections of familiar faces 84 per cent of the time. When the reflected images were of . unfamiliar people, observers were able to match the person to a mug shot . with 71 per cent accuracy. The . researchers said they were surprised to discover that even unfamiliar . faces are distinguishable despite the poor quality of the images. The . quality of images of reflected faces is about 30,000 times lower than a . face that was directly captured in the same photograph. The researchers suggested this . technique could become a crucial part in investigating criminal cases . where in which victims are photographed, including hostage-taking and . child abuse. But for the . technique to work the photos has to be shot in high-resolution and the . subject must be looking directly at the camera. The subject's face must be in focus and well lit to for their eyes to give a clear reflection. Researchers . said that if images were available from both eyes, a 3D image could be . constructed showing what the subject saw when the photo was taken.args"
True,15%,936589.1582325544,1.0,0.000970242,0.084484366,626,0.00013495905111821088,"By . Sara Smyth . PUBLISHED: . 20:53 EST, 30 December 2013 . | . UPDATED: . 10:28 EST, 1 January 2014 . Photo: In this picture of a man's face, it is possible to identify other people (picture posed by models) Reflections from the eyes of child sex abuse victims in digital photographs could be used by police to catch paedophiles. According to new research from two UK universities, the images of people reflected in the victim's eye can be identified with the help of advanced camera technology. The eye's pupil acts like a mirror in which the images of people standing behind the photographer are caught. The breakthrough means that unseen . bystanders who witnessed a crime could now be identified once the . high-resolution photographs are magnified. Psychologists . at the University of York and the University of Glasgow were able to . extract such images and zoom in on them so that the subjects could be . identified by third parties. Lead . researcher Dr Rob Jenkins said: ‘The pupil of the eye is like a black . mirror. Eyes in the photographs could reveal where you were and who you . were with.' Dr Jenkins said it was possible to ‘mine face photographs for hidden information' including witnesses, bystanders and locations. In . the study, Dr Jenkins and the University of Glasgow's Christie Kerr . photographed eight individuals, who were looking at four people behind . the camera. The reflected . faces were then cropped and magnified and subjects were asked to either . match the images to mug shots or to identify the faces that they knew. Close-up: It is possible to see a group of people reflected in the eye, using a technology which could lead to breakthroughs over crimes which are photographed by their perpetrators . Identifiable: The faces of individuals in the photograph can be seen by zooming in on the image . The . study, published in the journal PLOS ONE, found test subjects were able . to spot the reflections of familiar faces 84 per cent of the time. When the reflected images were of . unfamiliar people, observers were able to match the person to a mug shot . with 71 per cent accuracy. The . researchers said they were surprised to discover that even unfamiliar . faces are distinguishable despite the poor quality of the images. The . quality of images of reflected faces is about 30,000 times lower than a . face that was directly captured in the same photograph. The researchers suggested this . technique could become a crucial part in investigating criminal cases . where in which victims are photographed, including hostage-taking and . child abuse. But for the . technique to work the photos has to be shot in high-resolution and the . subject must be looking directly at the camera. The subject's face must be in focus and well lit to for their eyes to give a clear reflection. Researchers . said that if images were available from both eyes, a 3D image could be . constructed showing what the subject saw when the photo was taken.),["
True,17.5%,996993.9692210965,1.0,0.000941978,0.083719911,626,0.0001337378769968051,"By . Sara Smyth . PUBLISHED: . 20:53 EST, 30 December 2013 . | . UPDATED: . 10:28 EST, 1 January 2014 . Photo: In this picture of a man's face, it is possible to identify other people (picture posed by models) Reflections from the eyes of child sex abuse victims in digital photographs could be used by police to catch paedophiles. According to new research from two UK universities, the images of people reflected in the victim's eye can be identified with the help of advanced camera technology. The eye's pupil acts like a mirror in which the images of people standing behind the photographer are caught. The breakthrough means that unseen . bystanders who witnessed a crime could now be identified once the . high-resolution photographs are magnified. Psychologists . at the University of York and the University of Glasgow were able to . extract such images and zoom in on them so that the subjects could be . identified by third parties. Lead . researcher Dr Rob Jenkins said: ‘The pupil of the eye is like a black . mirror. Eyes in the photographs could reveal where you were and who you . were with.' Dr Jenkins said it was possible to ‘mine face photographs for hidden information' including witnesses, bystanders and locations. In . the study, Dr Jenkins and the University of Glasgow's Christie Kerr . photographed eight individuals, who were looking at four people behind . the camera. The reflected . faces were then cropped and magnified and subjects were asked to either . match the images to mug shots or to identify the faces that they knew. Close-up: It is possible to see a group of people reflected in the eye, using a technology which could lead to breakthroughs over crimes which are photographed by their perpetrators . Identifiable: The faces of individuals in the photograph can be seen by zooming in on the image . The . study, published in the journal PLOS ONE, found test subjects were able . to spot the reflections of familiar faces 84 per cent of the time. When the reflected images were of . unfamiliar people, observers were able to match the person to a mug shot . with 71 per cent accuracy. The . researchers said they were surprised to discover that even unfamiliar . faces are distinguishable despite the poor quality of the images. The . quality of images of reflected faces is about 30,000 times lower than a . face that was directly captured in the same photograph. The researchers suggested this . technique could become a crucial part in investigating criminal cases . where in which victims are photographed, including hostage-taking and . child abuse. But for the . technique to work the photos has to be shot in high-resolution and the . subject must be looking directly at the camera. The subject's face must be in focus and well lit to for their eyes to give a clear reflection. Researchers . said that if images were available from both eyes, a 3D image could be . constructed showing what the subject saw when the photo was taken.}^{+}("
True,20%,1643765.1638145708,1.0,0.000976805,0.086876945,626,0.00013878106230031948,"By . Sara Smyth . PUBLISHED: . 20:53 EST, 30 December 2013 . | . UPDATED: . 10:28 EST, 1 January 2014 . Photo: In this picture of a man's face, it is possible to identify other people (picture posed by models) Reflections from the eyes of child sex abuse victims in digital photographs could be used by police to catch paedophiles. According to new research from two UK universities, the images of people reflected in the victim's eye can be identified with the help of advanced camera technology. The eye's pupil acts like a mirror in which the images of people standing behind the photographer are caught. The breakthrough means that unseen . bystanders who witnessed a crime could now be identified once the . high-resolution photographs are magnified. Psychologists . at the University of York and the University of Glasgow were able to . extract such images and zoom in on them so that the subjects could be . identified by third parties. Lead . researcher Dr Rob Jenkins said: ‘The pupil of the eye is like a black . mirror. Eyes in the photographs could reveal where you were and who you . were with.' Dr Jenkins said it was possible to ‘mine face photographs for hidden information' including witnesses, bystanders and locations. In . the study, Dr Jenkins and the University of Glasgow's Christie Kerr . photographed eight individuals, who were looking at four people behind . the camera. The reflected . faces were then cropped and magnified and subjects were asked to either . match the images to mug shots or to identify the faces that they knew. Close-up: It is possible to see a group of people reflected in the eye, using a technology which could lead to breakthroughs over crimes which are photographed by their perpetrators . Identifiable: The faces of individuals in the photograph can be seen by zooming in on the image . The . study, published in the journal PLOS ONE, found test subjects were able . to spot the reflections of familiar faces 84 per cent of the time. When the reflected images were of . unfamiliar people, observers were able to match the person to a mug shot . with 71 per cent accuracy. The . researchers said they were surprised to discover that even unfamiliar . faces are distinguishable despite the poor quality of the images. The . quality of images of reflected faces is about 30,000 times lower than a . face that was directly captured in the same photograph. The researchers suggested this . technique could become a crucial part in investigating criminal cases . where in which victims are photographed, including hostage-taking and . child abuse. But for the . technique to work the photos has to be shot in high-resolution and the . subject must be looking directly at the camera. The subject's face must be in focus and well lit to for their eyes to give a clear reflection. Researchers . said that if images were available from both eyes, a 3D image could be . constructed showing what the subject saw when the photo was taken.autore"
True,22.5%,2246760.5922815157,1.0,0.00097965,0.082543417,626,0.00013185849361022363,"By . Sara Smyth . PUBLISHED: . 20:53 EST, 30 December 2013 . | . UPDATED: . 10:28 EST, 1 January 2014 . Photo: In this picture of a man's face, it is possible to identify other people (picture posed by models) Reflections from the eyes of child sex abuse victims in digital photographs could be used by police to catch paedophiles. According to new research from two UK universities, the images of people reflected in the victim's eye can be identified with the help of advanced camera technology. The eye's pupil acts like a mirror in which the images of people standing behind the photographer are caught. The breakthrough means that unseen . bystanders who witnessed a crime could now be identified once the . high-resolution photographs are magnified. Psychologists . at the University of York and the University of Glasgow were able to . extract such images and zoom in on them so that the subjects could be . identified by third parties. Lead . researcher Dr Rob Jenkins said: ‘The pupil of the eye is like a black . mirror. Eyes in the photographs could reveal where you were and who you . were with.' Dr Jenkins said it was possible to ‘mine face photographs for hidden information' including witnesses, bystanders and locations. In . the study, Dr Jenkins and the University of Glasgow's Christie Kerr . photographed eight individuals, who were looking at four people behind . the camera. The reflected . faces were then cropped and magnified and subjects were asked to either . match the images to mug shots or to identify the faces that they knew. Close-up: It is possible to see a group of people reflected in the eye, using a technology which could lead to breakthroughs over crimes which are photographed by their perpetrators . Identifiable: The faces of individuals in the photograph can be seen by zooming in on the image . The . study, published in the journal PLOS ONE, found test subjects were able . to spot the reflections of familiar faces 84 per cent of the time. When the reflected images were of . unfamiliar people, observers were able to match the person to a mug shot . with 71 per cent accuracy. The . researchers said they were surprised to discover that even unfamiliar . faces are distinguishable despite the poor quality of the images. The . quality of images of reflected faces is about 30,000 times lower than a . face that was directly captured in the same photograph. The researchers suggested this . technique could become a crucial part in investigating criminal cases . where in which victims are photographed, including hostage-taking and . child abuse. But for the . technique to work the photos has to be shot in high-resolution and the . subject must be looking directly at the camera. The subject's face must be in focus and well lit to for their eyes to give a clear reflection. Researchers . said that if images were available from both eyes, a 3D image could be . constructed showing what the subject saw when the photo was taken. Forensic"
True,25%,2710110.589616963,1.0,0.00098002,0.082869268,626,0.00013237902236421724,"By . Sara Smyth . PUBLISHED: . 20:53 EST, 30 December 2013 . | . UPDATED: . 10:28 EST, 1 January 2014 . Photo: In this picture of a man's face, it is possible to identify other people (picture posed by models) Reflections from the eyes of child sex abuse victims in digital photographs could be used by police to catch paedophiles. According to new research from two UK universities, the images of people reflected in the victim's eye can be identified with the help of advanced camera technology. The eye's pupil acts like a mirror in which the images of people standing behind the photographer are caught. The breakthrough means that unseen . bystanders who witnessed a crime could now be identified once the . high-resolution photographs are magnified. Psychologists . at the University of York and the University of Glasgow were able to . extract such images and zoom in on them so that the subjects could be . identified by third parties. Lead . researcher Dr Rob Jenkins said: ‘The pupil of the eye is like a black . mirror. Eyes in the photographs could reveal where you were and who you . were with.' Dr Jenkins said it was possible to ‘mine face photographs for hidden information' including witnesses, bystanders and locations. In . the study, Dr Jenkins and the University of Glasgow's Christie Kerr . photographed eight individuals, who were looking at four people behind . the camera. The reflected . faces were then cropped and magnified and subjects were asked to either . match the images to mug shots or to identify the faces that they knew. Close-up: It is possible to see a group of people reflected in the eye, using a technology which could lead to breakthroughs over crimes which are photographed by their perpetrators . Identifiable: The faces of individuals in the photograph can be seen by zooming in on the image . The . study, published in the journal PLOS ONE, found test subjects were able . to spot the reflections of familiar faces 84 per cent of the time. When the reflected images were of . unfamiliar people, observers were able to match the person to a mug shot . with 71 per cent accuracy. The . researchers said they were surprised to discover that even unfamiliar . faces are distinguishable despite the poor quality of the images. The . quality of images of reflected faces is about 30,000 times lower than a . face that was directly captured in the same photograph. The researchers suggested this . technique could become a crucial part in investigating criminal cases . where in which victims are photographed, including hostage-taking and . child abuse. But for the . technique to work the photos has to be shot in high-resolution and the . subject must be looking directly at the camera. The subject's face must be in focus and well lit to for their eyes to give a clear reflection. Researchers . said that if images were available from both eyes, a 3D image could be . constructed showing what the subject saw when the photo was taken. bott"
